mot,num_article,frequence
europ,907,4
européen,907,1
europ,908,1
europ,909,4
des,909,1
pay,909,1
europ,910,6
pay,910,1
européen,910,3
europ,911,5
europ,912,6
polit,912,1
entre,912,1
europ,913,1
des,913,3
pay,913,1
tout,913,1
europ,914,7
des,914,1
tout,914,1
entre,914,1
europ,915,6
europ,916,3
des,916,1
pay,916,1
tout,916,1
comm,916,1
europ,917,5
comm,917,1
europ,918,8
des,918,1
pay,918,2
polit,918,1
comm,918,1
europ,919,10
plus,919,1
europ,920,4
europ,921,3
europ,923,3
des,923,1
plus,923,1
comm,923,1
europ,924,4
pay,924,1
europ,925,5
européen,925,1
europ,926,4
europ,927,4
pay,927,1
franc,927,1
entre,927,2
europ,928,3
des,928,2
europ,929,5
plus,929,3
europ,930,4
des,930,1
européen,930,3
comm,930,1
europ,931,6
europ,932,1
des,932,3
franc,932,1
tout,932,1
comm,932,2
europ,933,5
des,933,1
franc,933,1
europ,934,4
pay,934,2
franc,934,1
européen,934,1
europ,935,3
plus,935,1
tout,935,1
europ,936,3
europ,937,5
europ,938,4
européen,938,1
comm,938,1
europ,939,5
des,939,1
europ,940,4
comm,940,1
europ,941,9
pay,941,8
europ,942,4
europ,943,4
europ,944,3
europ,945,4
franc,945,1
comm,945,1
europ,946,4
europ,947,2
des,947,2
comm,947,1
europ,948,4
europ,949,4
plus,949,1
europ,950,4
europ,951,2
europ,952,2
europ,953,2
europ,954,6
europ,955,5
plus,955,1
pay,955,1
europ,956,4
pay,956,2
tout,956,1
europ,957,6
des,957,1
polit,957,1
europ,958,5
pay,958,2
polit,958,1
europ,959,4
plus,959,2
tout,959,1
entre,959,3
europ,960,4
des,960,1
pay,960,1
polit,960,2
europ,961,6
pay,961,1
européen,961,1
europ,962,6
europ,963,4
pay,963,2
franc,963,1
europ,964,4
des,964,1
europ,965,4
polit,965,1
comm,965,1
europ,966,6
plus,966,2
polit,966,1
européen,966,1
tout,966,1
europ,967,4
pay,967,2
européen,967,1
europ,968,1
des,968,3
europ,969,4
plus,969,1
europ,970,10
plus,970,1
europ,971,3
des,971,2
europ,972,6
pay,972,2
européen,972,1
tout,972,1
entre,972,1
europ,973,1
europ,974,3
des,974,3
comm,974,1
europ,975,4
plus,975,1
pay,975,1
franc,975,1
européen,975,1
tout,975,1
europ,976,6
plus,976,1
europ,977,3
europ,978,3
polit,978,2
européen,978,1
comm,978,2
europ,979,5
plus,979,1
europ,980,7
tout,980,2
europ,981,5
entre,981,2
europ,982,4
plus,982,1
pay,982,1
polit,982,2
européen,982,1
entre,982,1
europ,983,4
européen,983,1
europ,984,3
europ,985,1
des,985,3
plus,985,1
polit,985,1
comm,985,1
entre,985,1
europ,986,6
des,986,1
plus,986,2
pay,986,1
polit,986,1
européen,986,1
entre,986,1
europ,987,6
pay,987,1
européen,987,1
tout,987,1
comm,987,1
europ,988,4
des,988,1
plus,988,2
polit,988,1
europ,989,8
plus,989,1
pay,989,4
polit,989,1
européen,989,1
tout,989,2
comm,989,1
entre,989,1
europ,990,5
pay,990,3
européen,990,2
entre,990,1
europ,991,4
pay,991,2
européen,991,1
comm,991,1
europ,992,4
européen,992,2
europ,993,7
européen,993,2
europ,994,4
tout,994,1
entre,994,1
europ,995,6
polit,995,1
européen,995,1
europ,996,5
plus,996,1
européen,996,1
entre,996,1
europ,997,5
pay,997,1
européen,997,1
europ,998,3
européen,998,1
europ,999,4
plus,999,1
franc,999,1
europ,1000,1
europ,1001,4
europ,1002,6
europ,1003,4
franc,1003,1
européen,1003,2
europ,1004,7
pay,1004,1
franc,1004,1
européen,1004,1
tout,1004,1
europ,1005,9
polit,1005,1
européen,1005,4
europ,1006,5
franc,1006,1
tout,1006,1
comm,1006,1
entre,1006,1
europ,1007,4
pay,1007,1
européen,1007,1
comm,1007,1
entre,1007,1
europ,1008,4
européen,1008,1
tout,1008,1
europ,1009,4
européen,1009,2
europ,1010,3
des,1010,3
tout,1010,1
entre,1010,1
europ,1011,3
des,1011,1
polit,1011,1
europ,1012,4
tout,1012,1
europ,1013,3
europ,1014,5
plus,1014,1
europ,1015,9
polit,1015,2
européen,1015,2
tout,1015,1
entre,1015,4
europ,1016,6
des,1016,1
pay,1016,1
polit,1016,2
européen,1016,2
tout,1016,1
europ,1017,4
pay,1017,1
polit,1017,2
européen,1017,1
comm,1017,1
europ,1018,3
pay,1018,1
europ,1019,4
europ,1020,7
polit,1020,2
franc,1020,3
européen,1020,1
tout,1020,1
entre,1020,1
europ,1021,8
plus,1021,1
polit,1021,3
franc,1021,2
europ,1022,4
pay,1022,1
polit,1022,2
tout,1022,1
entre,1022,1
europ,1023,10
plus,1023,1
polit,1023,2
tout,1023,1
europ,1024,5
polit,1024,3
franc,1024,4
tout,1024,1
europ,1025,4
polit,1025,1
tout,1025,1
europ,1026,6
polit,1026,1
europ,1027,4
tout,1027,1
entre,1027,1
europ,1028,3
des,1028,2
plus,1028,2
polit,1028,1
franc,1028,1
europ,1029,6
plus,1029,2
pay,1029,4
européen,1029,1
europ,1030,3
des,1030,2
plus,1030,1
comm,1030,1
europ,1031,3
des,1031,1
tout,1031,2
comm,1031,1
europ,1032,4
comm,1032,1
europ,1033,6
plus,1033,1
polit,1033,1
européen,1033,2
europ,1034,3
pay,1034,3
comm,1034,1
europ,1035,4
europ,1036,5
polit,1036,2
franc,1036,2
européen,1036,1
europ,1037,5
des,1037,1
plus,1037,2
franc,1037,1
comm,1037,1
europ,1038,8
plus,1038,3
europ,1039,8
plus,1039,2
pay,1039,2
européen,1039,1
europ,1040,12
plus,1040,1
pay,1040,4
entre,1040,1
europ,1041,5
polit,1041,2
européen,1041,2
entre,1041,1
europ,1042,5
plus,1042,1
europ,1043,5
pay,1043,3
franc,1043,1
entre,1043,1
europ,1044,4
plus,1044,1
pay,1044,4
franc,1044,1
européen,1044,1
comm,1044,1
europ,1045,4
plus,1045,2
pay,1045,3
européen,1045,1
entre,1045,1
europ,1046,6
pay,1046,4
polit,1046,1
franc,1046,1
europ,1047,4
plus,1047,1
pay,1047,1
comm,1047,1
europ,1048,1
des,1048,3
polit,1048,1
européen,1048,1
europ,1049,3
des,1049,3
polit,1049,1
franc,1049,1
europ,1050,10
europ,1051,1
des,1051,3
entre,1051,1
europ,1052,2
des,1052,3
polit,1052,1
entre,1052,1
europ,1053,3
europ,1054,2
des,1054,3
polit,1054,1
européen,1054,1
comm,1054,1
entre,1054,1
europ,1055,5
polit,1055,1
tout,1055,2
europ,1056,3
des,1056,1
pay,1056,1
polit,1056,1
européen,1056,1
tout,1056,1
entre,1056,1
europ,1057,6
tout,1057,1
europ,1058,4
europ,1059,4
polit,1059,2
européen,1059,1
comm,1059,1
europ,1060,6
europ,1061,3
des,1061,3
franc,1061,1
tout,1061,1
europ,1062,9
plus,1062,2
polit,1062,4
franc,1062,1
européen,1062,1
europ,1063,5
polit,1063,2
franc,1063,1
européen,1063,1
europ,1064,8
franc,1064,2
europ,1065,7
plus,1065,2
polit,1065,3
entre,1065,2
europ,1066,8
plus,1066,1
europ,1067,9
europ,1068,4
franc,1068,2
comm,1068,1
europ,1069,5
plus,1069,2
pay,1069,2
comm,1069,1
europ,1070,5
polit,1070,1
europ,1071,5
européen,1071,1
europ,1072,3
des,1072,1
plus,1072,1
franc,1072,1
europ,1073,4
polit,1073,2
europ,1074,3
europ,1075,4
pay,1075,1
polit,1075,1
européen,1075,1
europ,1076,6
des,1076,3
pay,1076,1
comm,1076,1
europ,1077,6
tout,1077,1
europ,1078,6
européen,1078,1
europ,1079,8
plus,1079,1
européen,1079,1
europ,1080,8
comm,1080,1
europ,1081,4
pay,1081,1
europ,1082,4
franc,1082,5
europ,1083,9
européen,1083,2
europ,1084,6
européen,1084,2
europ,1085,4
europ,1086,5
europ,1087,1
des,1087,3
europ,1088,1
des,1088,3
comm,1088,2
europ,1089,2
europ,1090,3
plus,1090,1
europ,1091,5
des,1091,1
tout,1091,1
comm,1091,1
europ,1092,21
polit,1092,1
europ,1093,4
plus,1093,1
pay,1093,1
franc,1093,1
europ,1094,3
des,1094,1
europ,1095,3
europ,1096,2
europ,1097,2
europ,1098,2
europ,1099,5
europ,1100,4
polit,1100,1
européen,1100,1
comm,1100,3
europ,1101,4
plus,1101,1
entre,1101,1
europ,1102,7
plus,1102,2
europ,1103,5
polit,1103,1
franc,1103,1
europ,1104,4
des,1104,2
plus,1104,1
europ,1105,2
europ,1106,4
plus,1106,2
pay,1106,1
entre,1106,3
europ,1107,5
des,1107,3
franc,1107,3
entre,1107,1
europ,1108,3
des,1108,1
européen,1108,1
europ,1109,4
entre,1109,1
europ,1110,2
des,1110,3
europ,1111,5
des,1111,1
comm,1111,1
europ,1112,4
des,1112,1
polit,1112,3
tout,1112,1
comm,1112,1
europ,1113,7
plus,1113,1
pay,1113,1
européen,1113,3
tout,1113,2
europ,1114,6
plus,1114,1
polit,1114,1
comm,1114,2
europ,1115,2
europ,1116,6
pay,1116,1
polit,1116,1
europ,1117,4
plus,1117,1
europ,1118,6
européen,1118,1
europ,1119,5
des,1119,3
européen,1119,2
tout,1119,1
entre,1119,1
europ,1120,1
des,1120,4
pay,1120,1
européen,1120,1
comm,1120,1
europ,1121,6
pay,1121,2
européen,1121,1
europ,1122,3
plus,1122,2
pay,1122,2
européen,1122,1
entre,1122,1
europ,1123,4
des,1123,1
europ,1124,4
europ,1125,3
des,1125,1
plus,1125,1
pay,1125,1
europ,1126,1
des,1126,3
plus,1126,1
tout,1126,1
europ,1127,4
européen,1127,1
entre,1127,1
europ,1128,7
pay,1128,2
européen,1128,1
entre,1128,3
europ,1129,5
polit,1129,1
européen,1129,2
entre,1129,1
europ,1130,5
polit,1130,1
franc,1130,1
européen,1130,2
europ,1131,5
franc,1131,1
europ,1132,4
polit,1132,2
tout,1132,1
comm,1132,1
entre,1132,1
europ,1133,2
des,1133,2
plus,1133,1
europ,1134,7
pay,1134,1
europ,1135,4
polit,1135,1
européen,1135,1
europ,1136,7
pay,1136,1
polit,1136,2
europ,1137,6
polit,1137,1
comm,1137,1
europ,1138,4
tout,1138,3
comm,1138,2
europ,1139,1
des,1139,2
polit,1139,1
europ,1140,1
des,1140,3
plus,1140,2
franc,1140,1
europ,1141,2
des,1141,3
europ,1142,1
des,1142,5
plus,1142,1
tout,1142,1
europ,1143,4
franc,1143,1
europ,1144,9
plus,1144,1
pay,1144,1
polit,1144,2
européen,1144,1
tout,1144,1
des,1145,1
europ,1146,2
plus,1146,1
pay,1146,2
polit,1146,2
europ,1147,3
plus,1147,1
pay,1147,2
polit,1147,2
europ,1148,3
polit,1148,1
plus,1149,1
comm,1149,1
europ,1151,1
des,1151,1
pay,1151,1
tout,1151,2
europ,1152,2
franc,1152,1
europ,1153,2
des,1153,1
plus,1153,1
tout,1153,1
europ,1154,7
plus,1154,1
franc,1154,1
tout,1154,1
europ,1155,6
plus,1155,1
franc,1155,8
européen,1155,1
tout,1155,1
europ,1156,7
européen,1156,4
europ,1157,5
des,1157,1
pay,1157,1
tout,1157,1
europ,1158,4
des,1158,1
tout,1158,2
europ,1159,4
europ,1160,5
plus,1160,1
polit,1160,1
tout,1160,2
europ,1161,9
européen,1161,1
tout,1161,1
europ,1162,7
plus,1162,2
europ,1163,6
plus,1163,2
polit,1163,1
européen,1163,2
tout,1164,2
comm,1164,1
tout,1165,1
europ,1167,4
plus,1167,2
polit,1167,1
europ,1169,1
des,1169,2
tout,1169,1
comm,1170,1
des,1171,1
plus,1171,1
tout,1171,1
europ,1172,1
comm,1172,2
europ,1173,2
des,1173,1
entre,1173,1
europ,1174,3
franc,1174,2
européen,1174,1
comm,1174,1
plus,1176,1
pay,1176,1
europ,1177,3
polit,1177,2
tout,1177,2
comm,1177,1
europ,1178,8
plus,1178,1
franc,1178,1
tout,1178,1
entre,1178,1
europ,1179,4
pay,1179,2
polit,1179,2
tout,1179,1
comm,1179,1
entre,1179,2
europ,1180,3
plus,1180,1
européen,1180,1
entre,1180,1
europ,1181,2
comm,1181,1
europ,1182,2
comm,1182,1
europ,1184,1
plus,1184,1
entre,1184,1
europ,1185,1
europ,1186,1
plus,1186,1
pay,1186,1
tout,1186,1
europ,1187,1
des,1187,1
franc,1187,1
europ,1188,1
tout,1188,1
europ,1189,4
européen,1189,1
europ,1190,3
plus,1190,1
comm,1190,1
europ,1191,1
des,1191,1
tout,1191,1
europ,1192,3
plus,1192,1
européen,1192,1
europ,1193,5
européen,1193,2
europ,1194,1
entre,1194,1
plus,1195,2
plus,1196,1
comm,1196,1
des,1197,1
tout,1197,1
comm,1197,2
polit,1198,1
tout,1198,1
plus,1199,1
tout,1199,1
europ,1200,3
européen,1200,1
plus,1202,1
europ,1203,2
franc,1203,2
europ,1205,1
plus,1205,1
pay,1205,2
entre,1205,1
plus,1209,1
comm,1210,1
plus,1211,2
europ,1212,2
tout,1212,2
europ,1213,2
franc,1213,1
europ,1214,2
des,1214,1
comm,1214,1
europ,1215,2
des,1215,1
polit,1215,1
europ,1216,2
tout,1216,2
tout,1217,1
comm,1217,1
europ,1218,1
europ,1219,2
polit,1219,1
franc,1219,1
européen,1219,1
europ,1220,1
plus,1220,2
tout,1220,3
des,1221,3
plus,1221,1
des,1222,1
plus,1222,2
europ,1223,2
des,1223,1
polit,1223,1
tout,1223,2
europ,1224,2
des,1224,1
plus,1224,1
tout,1224,1
europ,1225,2
européen,1225,1
europ,1226,3
franc,1226,2
plus,1227,2
entre,1227,1
franc,1228,4
des,1229,2
tout,1229,1
entre,1230,1
europ,1232,4
européen,1232,3
europ,1233,1
franc,1233,1
europ,1234,1
europ,1235,1
europ,1236,1
plus,1236,1
pay,1236,2
franc,1236,1
europ,1237,1
des,1237,1
polit,1237,1
des,1238,1
tout,1238,1
europ,1239,2
pay,1239,4
franc,1239,2
entre,1239,1
des,1240,2
tout,1240,2
comm,1240,1
europ,1241,4
europ,1243,3
plus,1243,2
polit,1243,1
europ,1244,5
europ,1245,3
europ,1246,6
pay,1246,2
franc,1246,1
entre,1246,3
europ,1247,2
europ,1248,4
europ,1249,7
plus,1249,1
franc,1249,1
europ,1250,3
des,1250,3
plus,1250,2
pay,1250,1
polit,1250,1
européen,1250,2
europ,1251,7
polit,1251,1
européen,1251,1
europ,1252,5
europ,1253,7
des,1253,2
europ,1255,1
europ,1256,2
des,1256,1
plus,1256,1
européen,1256,1
comm,1256,1
plus,1257,1
europ,1259,8
européen,1259,1
comm,1260,1
europ,1261,3
polit,1261,1
européen,1261,1
entre,1262,2
des,1265,1
plus,1265,1
franc,1265,1
entre,1267,1
plus,1268,2
pay,1268,1
tout,1269,1
des,1270,1
polit,1270,1
franc,1270,2
europ,1271,1
tout,1271,1
europ,1272,1
plus,1272,1
europ,1273,1
plus,1273,1
pay,1273,1
franc,1273,1
tout,1273,1
europ,1274,1
plus,1274,2
pay,1274,1
tout,1274,1
europ,1275,1
plus,1275,1
tout,1275,1
europ,1277,2
pay,1277,3
europ,1278,1
entre,1278,1
europ,1279,2
comm,1279,1
europ,1280,3
plus,1280,1
polit,1280,1
tout,1280,1
comm,1280,1
europ,1281,1
plus,1281,1
europ,1282,1
franc,1282,1
tout,1282,1
europ,1283,1
franc,1283,1
entre,1283,1
europ,1284,3
polit,1284,1
des,1289,1
des,1290,2
plus,1290,1
pay,1290,1
europ,1291,1
des,1291,1
entre,1291,1
europ,1292,2
polit,1292,1
entre,1292,1
europ,1293,2
europ,1294,2
comm,1294,1
europ,1295,4
franc,1295,2
plus,1296,1
plus,1297,1
franc,1298,1
europ,1300,3
europ,1301,2
comm,1301,2
europ,1302,1
des,1303,3
plus,1303,3
plus,1305,2
des,1306,3
plus,1306,1
comm,1306,2
entre,1306,1
plus,1307,1
comm,1307,1
tout,1308,1
polit,1309,1
europ,1310,6
européen,1310,1
europ,1311,3
plus,1311,1
pay,1311,4
européen,1311,1
comm,1311,1
europ,1312,3
plus,1312,1
pay,1312,2
comm,1312,1
europ,1313,3
pay,1313,1
comm,1313,1
europ,1314,2
comm,1314,1
plus,1315,1
europ,1316,1
des,1316,1
plus,1316,2
franc,1316,1
europ,1317,2
tout,1317,1
franc,1321,2
tout,1321,2
des,1322,3
comm,1322,1
europ,1325,1
franc,1325,1
comm,1325,1
europ,1327,2
polit,1327,1
entre,1327,1
des,1328,2
plus,1328,3
comm,1329,1
des,1330,2
plus,1332,1
des,1333,1
plus,1333,1
pay,1333,1
des,1334,1
plus,1334,1
pay,1335,2
des,1337,2
polit,1337,1
europ,1338,7
plus,1338,1
franc,1338,4
européen,1338,1
tout,1338,1
plus,1339,1
plus,1341,1
pay,1341,1
des,1342,1
plus,1343,1
europ,1344,2
entre,1344,1
europ,1345,2
plus,1345,1
pay,1345,1
europ,1348,8
europ,1349,3
européen,1349,1
europ,1350,1
des,1350,1
entre,1350,1
europ,1351,1
des,1351,1
pay,1351,3
europ,1352,4
entre,1352,1
europ,1353,3
des,1353,2
europ,1354,2
des,1354,1
européen,1354,2
europ,1355,2
europ,1356,1
europ,1357,2
des,1357,2
pay,1357,1
polit,1357,1
franc,1357,1
europ,1358,1
pay,1358,3
comm,1358,1
entre,1358,1
europ,1359,3
des,1359,1
plus,1359,1
européen,1359,1
comm,1359,1
europ,1360,2
plus,1360,1
europ,1361,6
pay,1361,1
polit,1361,1
europ,1362,4
plus,1362,1
tout,1362,2
europ,1363,3
europ,1364,4
pay,1364,2
polit,1364,1
comm,1364,1
europ,1365,3
plus,1365,1
franc,1365,1
entre,1365,1
europ,1366,4
des,1366,1
franc,1366,2
tout,1366,1
comm,1366,1
europ,1367,4
plus,1367,1
europ,1368,4
européen,1368,1
europ,1369,5
des,1369,1
pay,1369,1
europ,1370,7
polit,1370,1
européen,1370,1
comm,1370,1
europ,1371,7
polit,1371,2
europ,1372,2
europ,1373,2
polit,1373,1
européen,1373,1
europ,1374,6
polit,1374,1
franc,1374,3
europ,1375,4
polit,1375,2
comm,1375,1
europ,1376,7
polit,1376,3
européen,1376,4
comm,1376,2
europ,1377,4
pay,1377,2
tout,1377,1
europ,1378,4
europ,1379,4
plus,1379,1
pay,1379,1
franc,1379,1
europ,1380,4
plus,1380,1
pay,1380,1
polit,1380,1
franc,1380,1
europ,1381,5
plus,1381,1
pay,1381,1
europ,1382,5
polit,1382,1
européen,1382,1
comm,1382,1
europ,1383,7
plus,1383,1
polit,1383,1
europ,1384,2
entre,1384,1
europ,1385,5
plus,1385,1
polit,1385,1
européen,1385,1
europ,1386,4
plus,1386,1
pay,1386,1
européen,1386,1
tout,1386,1
europ,1387,5
pay,1387,1
européen,1387,1
tout,1387,1
europ,1388,4
plus,1388,1
franc,1388,1
européen,1388,1
europ,1389,4
plus,1389,1
pay,1389,3
franc,1389,1
européen,1389,2
europ,1390,1
des,1390,2
europ,1391,6
des,1391,1
pay,1391,1
européen,1391,1
entre,1391,1
europ,1392,4
des,1392,1
plus,1392,1
pay,1392,1
européen,1392,1
europ,1393,5
entre,1393,1
europ,1394,1
des,1394,2
plus,1394,1
pay,1394,1
comm,1394,1
europ,1395,7
des,1395,1
polit,1395,1
entre,1395,2
europ,1396,4
des,1396,3
pay,1396,2
européen,1396,1
europ,1397,4
européen,1397,2
tout,1397,1
entre,1397,2
europ,1398,7
plus,1398,1
franc,1398,1
européen,1398,3
europ,1399,5
pay,1399,1
europ,1400,4
europ,1401,3
des,1401,2
plus,1401,2
tout,1401,1
comm,1401,1
europ,1402,4
franc,1402,1
européen,1402,1
europ,1403,2
des,1403,3
polit,1403,1
tout,1403,1
comm,1403,1
europ,1404,4
plus,1404,2
pay,1404,1
polit,1404,1
europ,1405,5
des,1405,1
europ,1406,8
polit,1406,2
entre,1406,3
europ,1407,5
des,1407,1
plus,1407,1
pay,1407,1
europ,1408,3
comm,1408,1
europ,1409,2
europ,1410,3
des,1410,1
polit,1410,1
europ,1411,3
plus,1411,2
europ,1412,3
europ,1413,5
tout,1413,2
europ,1414,6
polit,1414,3
franc,1414,1
européen,1414,1
tout,1414,1
entre,1414,1
europ,1415,3
des,1415,1
polit,1415,2
européen,1415,1
entre,1415,1
europ,1416,4
pay,1416,1
comm,1416,2
europ,1417,4
plus,1417,1
européen,1417,4
europ,1418,5
plus,1418,1
pay,1418,1
polit,1418,2
européen,1418,3
comm,1418,3
europ,1419,6
plus,1419,1
europ,1420,4
franc,1420,3
européen,1420,2
europ,1421,4
franc,1421,1
comm,1421,1
entre,1421,2
europ,1422,2
europ,1423,4
des,1423,1
européen,1423,3
comm,1423,1
europ,1424,4
plus,1424,2
tout,1424,1
europ,1425,6
pay,1425,1
tout,1425,1
europ,1426,7
europ,1427,3
des,1427,1
plus,1427,1
europ,1428,4
pay,1428,1
europ,1429,4
plus,1429,2
européen,1429,1
comm,1429,1
europ,1430,6
plus,1430,1
franc,1430,3
européen,1430,1
europ,1431,5
plus,1431,2
europ,1432,6
pay,1432,1
entre,1432,1
europ,1433,4
des,1433,1
plus,1433,1
europ,1434,4
europ,1435,2
comm,1435,1
europ,1436,4
plus,1436,1
tout,1436,1
europ,1437,4
européen,1437,1
europ,1438,4
franc,1438,1
europ,1439,3
franc,1439,1
europ,1440,7
plus,1440,1
europ,1441,4
plus,1441,1
tout,1441,1
europ,1442,4
plus,1442,1
europ,1443,9
europ,1444,3
entre,1444,2
europ,1445,3
entre,1445,2
europ,1446,4
europ,1447,3
europ,1448,2
europ,1449,2
europ,1450,3
europ,1451,3
plus,1451,1
europ,1452,3
europ,1453,4
comm,1453,1
europ,1454,2
europ,1455,2
europ,1456,2
europ,1457,2
europ,1458,3
europ,1459,2
europ,1460,2
europ,1461,2
europ,1462,3
tout,1462,1
europ,1463,2
europ,1464,2
europ,1465,2
europ,1466,2
europ,1467,3
europ,1468,3
europ,1469,2
pay,1469,2
europ,1470,2
europ,1471,2
europ,1472,2
europ,1473,2
europ,1474,2
europ,1475,2
europ,1476,1
europ,1477,2
europ,1478,3
comm,1478,1
europ,1479,2
europ,1480,2
europ,1481,2
europ,1482,2
tout,1482,1
europ,1483,2
europ,1484,2
europ,1485,1
europ,1486,2
europ,1487,2
europ,1488,2
europ,1489,2
europ,1490,2
plus,1490,1
europ,1491,2
europ,1492,2
europ,1493,2
europ,1494,2
europ,1495,2
europ,1496,2
des,1496,1
europ,1497,2
europ,1498,1
europ,1499,4
des,1499,1
pay,1499,2
entre,1499,1
europ,1500,5
europ,1501,4
européen,1501,1
comm,1501,1
entre,1501,1
europ,1502,3
des,1502,3
plus,1502,2
pay,1502,3
européen,1502,2
entre,1502,1
europ,1503,1
des,1503,3
pay,1503,1
polit,1503,2
franc,1503,2
européen,1503,1
europ,1504,2
des,1504,3
polit,1504,1
européen,1504,2
entre,1504,1
europ,1505,6
europ,1506,5
plus,1506,1
polit,1506,1
franc,1506,1
comm,1506,1
europ,1507,5
plus,1507,2
entre,1507,1
europ,1508,5
pay,1508,1
tout,1508,1
comm,1508,1
europ,1509,5
pay,1509,3
européen,1509,1
europ,1510,4
comm,1510,1
europ,1511,3
europ,1512,4
europ,1513,4
europ,1514,5
plus,1514,1
entre,1514,1
europ,1515,4
europ,1516,4
franc,1516,1
europ,1517,4
polit,1517,2
européen,1517,1
entre,1517,1
europ,1518,4
pay,1518,2
franc,1518,1
europ,1519,6
polit,1519,1
europ,1520,4
franc,1520,1
europ,1521,4
europ,1522,4
franc,1522,2
europ,1523,5
europ,1524,4
des,1524,1
pay,1524,2
comm,1524,1
europ,1525,4
plus,1525,1
entre,1525,1
europ,1526,3
polit,1526,1
europ,1527,6
des,1527,2
plus,1527,1
comm,1527,1
entre,1527,1
europ,1528,6
des,1528,1
comm,1528,1
europ,1529,5
europ,1530,7
polit,1530,1
européen,1530,1
europ,1531,2
franc,1531,1
tout,1531,1
europ,1532,3
polit,1532,3
europ,1533,5
des,1533,2
pay,1533,1
européen,1533,4
comm,1533,3
europ,1534,5
europ,1535,3
européen,1535,1
europ,1536,7
franc,1536,1
europ,1537,5
des,1537,1
européen,1537,1
comm,1537,2
entre,1537,1
europ,1538,5
polit,1538,5
franc,1538,1
entre,1538,1
europ,1539,4
polit,1539,1
tout,1539,1
europ,1540,5
des,1540,1
polit,1540,1
franc,1540,1
tout,1540,1
europ,1541,3
des,1541,1
plus,1541,1
pay,1541,1
polit,1541,5
européen,1541,1
europ,1542,7
polit,1542,1
europ,1543,1
des,1543,3
plus,1543,1
europ,1544,6
des,1544,1
plus,1544,2
europ,1545,7
pay,1545,2
entre,1545,3
europ,1546,6
pay,1546,1
franc,1546,2
europ,1547,5
plus,1547,1
franc,1547,1
européen,1547,1
europ,1548,4
européen,1548,1
entre,1548,2
europ,1549,4
polit,1549,1
europ,1550,11
pay,1550,1
polit,1550,1
entre,1550,1
europ,1551,4
europ,1552,5
plus,1552,1
europ,1553,6
franc,1553,1
européen,1553,3
europ,1554,5
europ,1555,4
plus,1555,1
pay,1555,1
européen,1555,1
europ,1556,2
europ,1557,5
pay,1557,1
europ,1558,3
des,1558,2
tout,1558,1
europ,1559,4
franc,1559,3
europ,1560,5
plus,1560,1
polit,1560,1
comm,1560,1
europ,1561,4
polit,1561,4
europ,1562,5
des,1562,1
plus,1562,1
polit,1562,2
franc,1562,1
comm,1562,2
europ,1563,6
pay,1563,1
européen,1563,1
europ,1564,4
pay,1564,1
europ,1565,4
pay,1565,1
européen,1565,1
tout,1565,1
comm,1565,1
entre,1565,1
europ,1566,5
plus,1566,1
européen,1566,1
europ,1567,4
pay,1567,1
polit,1567,2
europ,1568,4
europ,1569,6
plus,1569,1
pay,1569,1
européen,1569,1
europ,1570,5
europ,1571,5
pay,1571,3
entre,1571,1
europ,1572,5
franc,1572,1
europ,1573,8
plus,1573,1
pay,1573,1
européen,1573,1
comm,1573,1
entre,1573,1
europ,1574,11
européen,1574,1
tout,1574,1
europ,1575,5
polit,1575,1
franc,1575,1
entre,1575,1
europ,1576,4
pay,1576,1
entre,1576,1
europ,1577,4
plus,1577,1
franc,1577,1
europ,1578,5
plus,1578,1
pay,1578,1
europ,1579,3
des,1579,1
pay,1579,1
entre,1579,1
europ,1580,6
plus,1580,1
pay,1580,1
franc,1580,1
tout,1580,1
europ,1581,4
europ,1582,5
polit,1582,2
europ,1583,4
des,1583,1
plus,1583,1
européen,1583,1
comm,1583,1
europ,1584,3
des,1584,1
entre,1584,1
europ,1585,3
des,1585,1
europ,1586,2
des,1586,3
franc,1586,1
tout,1586,1
europ,1587,3
des,1587,2
plus,1587,1
tout,1587,3
europ,1588,3
des,1588,1
plus,1588,1
européen,1588,1
europ,1589,5
des,1589,1
pay,1589,3
polit,1589,2
européen,1589,1
tout,1589,1
europ,1590,6
polit,1590,1
européen,1590,1
entre,1590,1
europ,1591,5
